"113";"Visual feedback for virtual grasping.";"2014";"Mores Prachyabrued|Christoph W. Borst";"11";"2016-10-03 21:08:03";"Visual feedback for virtual grasping. M Prachyabrued, CW Borst - 3D User Interfaces (3DUI), 2014  , 2014 - ieeexplore.ieee.org. ABSTRACT We investigate visual feedback for virtual grasps, especially cues to improve  behavior after real fmgers enter a virtual object. To date, such visual cues have usually been  developed in an ad-hoc manner, with minimal or no studies that can guide selection.  .."
"114";"Poster: Automatic termination and route guide for 3D scanning based on area limitation.";"2014";"Yuuki Ueba|Nobuchika Sakata|Shogo Nishida";"0";"2016-07-28 09:36:39";"Poster: Automatic termination and route guide for 3D scanning based on area limitation. Y Ueba, N Sakata, S Nishida - 3D User Interfaces (3DUI), 2014  , 2014 - ieeexplore.ieee.org. ABSTRACT In these days, 3D models are introduced as new digital contents such as data  material for 3D printer. Accordingly, demand of 3D modeling for ordinary people has been  increased. In case of using existed hand-held 3D scanning system, users have to estimate  .."
"115";"The Virtual Mitten: A novel interaction paradigm for visuo-haptic manipulation of objects using grip force.";"2014";"Merwan Achibet|Maud Marchal|Ferran Argelaguet|Anatole L&eacute;cuyer";"14";"2016-10-03 21:09:39";"The Virtual Mitten: A novel interaction paradigm for visuo-haptic manipulation of objects using grip force. M Achibet, M Marchal, F Argelaguet - 3D User Interfaces ( , 2014 - ieeexplore.ieee.org. ABSTRACT In this paper, we propose a novel visuo-haptic interaction paradigm called the  âVirtual Mittenâ for simulating the 3D manipulation of objects. Our approach introduces an  elastic handheld device that provides a passive haptic feedback through the fingers and a  .."
"116";"Slicing techniques for handheld augmented reality.";"2014";"Paul Issartel|Florimond Gu&eacute;niat|Mehdi Ammi";"3";"2016-10-03 21:44:17";"Slicing techniques for handheld augmented reality. P Issartel, F GuÃ©niat, M Ammi - 3D User Interfaces (3DUI), 2014 , 2014 - ieeexplore.ieee.org. ABSTRACT Manipulating slice planes is an important task for exploring volumetric datasets.  Since this task is inherently 3D, it is difficult to accomplish with standard 2D input devices.  Alternative interaction techniques have been proposed for direct and natural 3D  .."
"117";"Poster: Amplitude test for input devices for system control in immersive virtual environment.";"2014";"Nina Thornemann Hansen|Kasper Hald|Rasmus Stenholt";"1";"2016-10-03 21:38:38";"Poster: Amplitude test for input devices for system control in immersive virtual environment. NT Hansen, K Hald, R Stenholt - 3D User Interfaces (3DUI),  , 2014 - ieeexplore.ieee.org. In this study, the amplitudes best suited to compare four input devices are examined in the  context of a pointer-based system control interface for immersive virtual environments. The  interfaces are based on a pen and tablet, a touch tablet, hand-tracking using Kinect and a  .."
"118";"Design and evaluation of a visual acclimation aid for a semi-natural locomotion device.";"2015";"Mahdi Nabiyouni|Siroberto Scerbo|Vincent DeVito|Stefan Smolen|Patrick Starrin|Doug A. Bowman";"2";"2016-10-03 21:44:39";"Design and evaluation of a visual acclimation aid for a semi-natural locomotion device. M Nabiyouni, S Scerbo, V DeVito - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT One of the limitations of most virtual reality (VR) systems is that users cannot  physically walk through large virtual environments. Many solutions have been proposed to  this problem, including locomotion devices such as the Virtusphere. Such devices allow  .."
"119";"Tangible virtual kitchen for the rehabilitation of Alzheimer's patients.";"2015";"Thuong N. Hoang|D&eacute;borah Alexandra Foloppe|Paul Richard";"0";"2012-12-31 23:00:00";NULL
"120";"Evaluation of 3D virtual cursor offset techniques for navigation tasks in a multi-display virtual environment.";"2015";"Jialei Li|Isaac Cho|Zachary Wartell";"0";"2016-07-28 09:36:39";"Evaluation of 3D virtual cursor offset techniques for navigation tasks in a multi-display virtual environment. J Li, I Cho, Z Wartell -  Interfaces (3DUI), 2015 IEEE Symposium , 2015 - ieeexplore.ieee.org. ABSTRACT Extending the position of a 3D virtual cursor that represents the location of a  physical tracking input device in the virtual world often enhances efficiency and usability of  3D user interactions. Most previous studies, however, tend to focus on evaluating cursor  .."
"121";"Practical chirocentric 3DUI platform for immersive environments.";"2015";"Charilaos Papadopoulos|H. Choi|J. Sinha|K. Yun|Arie E. Kaufman|D. Samaras|Bireswar Laha";"1";"2016-10-03 21:36:17";"Practical chirocentric 3dui platform for immersive environments. C Papadopoulos, H Choi, J Sinha - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT Chirocentric 3D user interfaces are sometimes hailed as the âholy grailâ of  human-computer interaction. However, implementations of these UIs can require  cumbersome devices (such as tethered wearable datagloves), be limited in terms of  .."
"122";"Evaluation of a bimanual simultaneous 7DOF interaction technique in virtual environments.";"2015";"Isaac Cho|Zachary Wartell";"0";"2016-07-28 09:37:09";"Evaluation of a bimanual simultaneous 7DOF interaction technique in virtual environments. I Cho, Z Wartell -   Interfaces (3DUI), 2015 IEEE Symposium on, 2015 - ieeexplore.ieee.org. ABSTRACT This paper introduces our novel bimanual interaction technique, Spindle+  Wheel that provides simultaneous 7DOF. Spindle+ Wheel takes advantage of greater finger  dexterity, the âbandwidth-of-thefingersâ and passive haptics, by using a pair of precision- .."
"123";"Spatially-multiplexed MIMO markers.";"2015";"Hideaki Uchiyama|Shinichiro Haruyama|Atsushi Shimada|Hajime Nagahara|Rin-ichiro Taniguchi";"0";"2016-07-28 09:36:59";"Spatially-multiplexed MIMO markers. H Uchiyama, S Haruyama, A Shimada - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT We present spatially-multiplexed fiducial markers with the framework of code  division multiple access (CDMA), which is a technique in the field of communications. Since  CDMA based multiplexing is robust to signal noise and interference, multiplexed markers  .."
"124";"Characterizing embodied interaction in First and Third Person Perspective viewpoints.";"2015";"Henrique Galvan Debarba|Eray Molla|Bruno Herbelin|Ronan Boulic";"0";"2016-07-28 09:37:09";"Characterizing Embodied Interaction in First and Third Person Perspective Viewpoints. H Galvan Debarba, E Molla, B Herbelin -   on 3D User Interfaces  , 2015 - infoscience.epfl.ch. ABSTRACT Third Person Perspective (3PP) viewpoints have the potential to expand how  one perceives and acts in a virtual environment. They offer increased awareness of the  posture and of the surrounding of the virtual body as compared to First Person Perspective  .."
"125";"A spatial partitioning heuristic for automatic adjustment of the 3D navigation speed in multiscale virtual environments.";"2015";"Henrique Taunay|Vinicius Rodrigues|Rodrigo Braga|Pablo Elias|Luciano P. Reis|Alberto Barbosa Raposo";"2";"2016-10-03 21:45:01";"A spatial partitioning heuristic for automatic adjustment of the 3D navigation speed in multiscale virtual environments. H Taunay, V Rodrigues, R Braga - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT With technological evolution, 3D virtual environments continuously increase in  complexity; such is the case with multiscale environments, ie, environments that contain  groups of objects with extremely diverging levels of scale. Such scale variation makes it  .."
"126";"Crosscale: A 3D virtual musical instrument interface.";"2015";"Marcio Cabral|Andre Montes|Gabriel Roque|Olavo Belloc|Mario Nagamura|Regis Faria|Fernando Teubl Ferreira|Celso Setsuo Kurashima|Roseli de Deus Lopes|Marcelo Kn&ouml;rich Zuffo";"0";"2016-07-28 09:36:39";"Crosscale: A 3D virtual musical instrument interface. M Cabral, A Montes, G Roque, O Belloc - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT Inspired by principles for designing musical instruments we implemented a new  3D virtual instrument with a particular mapping of touchable virtual spheres to notes and  chords of a given musical scale. The objects are metaphors for note keys organized in  .."
"127";"Dealing with frame cancellation for stereoscopic displays in 3D user interfaces.";"2015";"Jeremy Lacoche|Morgan Le Ch&eacute;n&eacute;chal|S&eacute;bastien Chalm&eacute;|J&eacute;r&ocirc;me Royan|Thierry Duval|Val&eacute;rie Gouranton|Eric Maisel|Bruno Arnaldi";"2";"2016-10-03 21:45:12";"Dealing with frame cancellation for stereoscopic displays in 3d user interfaces. J Lacoche, M Le ChÃ©nÃ©chal, S ChalmÃ© - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT This paper aims at reducing the ocular discomfort created by stereoscopy due to  the effect called âframe cancellationâ, for movies and interactive applications. This effect  appears when a virtual object in negative parallax (front of the screen) is clipped by the  .."
"128";"Integrated view-input interaction method for mobile AR.";"2015";"Tomohiro Tanikawa|Hidenori Uzuka|Takuji Narumi|Michitaka Hirose";"0";"2016-07-28 09:36:49";"Integrated view-input interaction method for mobile AR. T Tanikawa, H Uzuka, T Narumi - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT Recently, mobile AR is very popular and used for many commercial and product  promotional activities. However, in almost all mobile AR application, user only view  annotated information or preset virtual object's motion in AR environment and cannot  .."
"129";"Immersive ROS-integrated framework for robot teleoperation.";"2015";"Lorenzo Peppoloni|Filippo Brizzi|Carlo Alberto Avizzano|Emanuele Ruffaldi";"2";"2016-10-03 21:41:53";"Immersive ros-integrated framework for robot teleoperation. L Peppoloni, F Brizzi, CA Avizzano - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT The development of natural interfaces for human-robot interaction provides the  user an intuitive way to control and guide robots. In this paper, we propose a novel ROS  (Robot Operating System)-integrated interface for remote control that allows the user to  .."
"130";"Utilization of variation in stereoscopic depth for encoding aspects of non-spatial data.";"2015";"Ragaad AlTarawneh|Shah Rukh Humayoun|Achim Ebert";"2";"2016-10-03 21:41:00";"Utilization of variation in stereoscopic depth for encoding aspects of non-spatial data. R AlTarawneh, SR Humayoun - 3D User Interfaces (3DUI) , 2015 - ieeexplore.ieee.org. ABSTRACT In this paper, we present our experience in utilizing the stereoscopic depth for  highlighting the structural relations in compound graphs. In this regard, we use the  stereoscopic depth to encode the different levels-of-details in compound graphs and the  .."
"131";"Buyers satisfaction in a virtual fitting room scenario based on realism of avatar.";"2015";"Qi Sun|Seyedkoosha Mirhosseini|Ievgeniia Gutenko|Ji Hwan Park|Charilaos Papadopoulos|Bireswar Laha|Arie E. Kaufman";"1";"2016-10-03 21:28:40";"Buyers satisfaction in a virtual fitting room scenario based on realism of avatar. Q Sun, S Mirhosseini, I Gutenko, JH Park - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT With the rapid development and wide-spread availability of handheld market- level 3D scanner, character modeling has recently gained focus in both academia and  industry. Virtual shopping applications have been widely-used in e-business. We present  .."
"132";"The digital Intonarumori.";"2015";"Stefania Serafin|Amalia de G&ouml;tzen|Smilen Dimitrov|Steven Gelineck|Cumhur Erkut|Niels Christian Nilsson|Francesco Grani|Rolf Nordahl|Stefano Trento";"0";"2016-07-28 09:36:49";"The digital Intonarumori. S Serafin, A De GÃ¶tzen, S Dimitrov - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. The Intonarumori (Noise Intoners) were a family of musical instruments designed and built  by the Italian composer and painter Luigi Russolo at the beginning of the 20th century (see  Figure 1). Each Intonarumori was made of a colorful parallelepipedal sound box with a  .."
"133";"3DUIdol - 6th annual 3DUI contest.";"2015";"Rongkai Guo|Michael R. Marner|Benjamin Weyers";"0";"2016-07-28 09:36:39";"3DUIdol-6th Annual 3DUI Contest. R Guo, M Marner, B Weyers -  User Interfaces (3DUI), 2015 IEEE , 2015 - ieeexplore.ieee.org. The 6th annual IEEE 3DUI contest focuses on Virtual Music Instruments (VMIs), and on 3D  user interfaces for playing them. The Contest is part of the IEEE 2015 3DUI Symposium held  in Arles, France. The contest is open to anyone interested in 3D User Interfaces (3DUIs),  .."
"134";"Evaluating stereo vision and user tracking in mixed reality tasks!";"2015";"Andrea Albarelli|Augusto Celentano|Luca Cosmo";"0";"2016-07-28 09:37:09";"Evaluating stereo vision and user tracking in mixed reality tasks!. A Albarelli, A Celentano - 3D User Interfaces (3DUI),  , 2015 - ieeexplore.ieee.org. ABSTRACT Advances in head tracking and stereoscopic visualization technologies have  fostered the implementation of subjective display systems able to render a 3D scene  perspective-corrected according to the position of the user. This enables a whole class of  .."
"135";"Learning from rehabilitation: A bi-manual interface approach.";"2015";"Simon Hoermann|Jonny M. Collins|Holger Regenbrecht";"0";"2016-07-28 09:36:49";"Learning from rehabilitation: A bi-manual interface approach. S Hoermann, J Collins - 3D User Interfaces (3DUI) , 2015 - ieeexplore.ieee.org. ABSTRACT Providing portable and affordable virtual reality systems for upper limb stroke  rehabilitation is still a challenge. Here we present a simple user interface that allows the  integration of various upper limb stroke exercises that can be autonomously performed by  .."
"136";"Encountered haptic Augmented Reality interface for remote examination.";"2015";"Emanuele Ruffaldi|Alessandro Filippeschi|Filippo Brizzi|Juan Manuel Jacinto|Carlo Alberto Avizzano";"0";"2012-12-31 23:00:00";NULL
"137";"IDS: The intent driven selection method for natural user interfaces.";"2015";"Frol Periverzov|Horea Ilies";"1";"2016-10-03 21:37:45";"IDS: the intent driven selection method for natural user interfaces. F Periverzov, H IlieÅ - 3D User Interfaces (3DUI), 2015 IEEE  , 2015 - ieeexplore.ieee.org. ABSTRACT We present a new selection technique that facilitates the use of natural hand  gestures for virtual object manipulation in 3D. Our method supports the use of 3D imaging  techniques for tracking the user's body and therefore it does not require the use of any  .."
"138";"Cirque des bouteilles: The art of blowing on bottles.";"2015";"Daniel Zielasko|Dominik Rausch|Yuen C. Law|Thomas C. Knott|Sebastian Pick|Sven Porsche|Joachim Herber|Johannes Hummel|Torsten W. Kuhlen";"1";"2016-10-03 21:36:50";"Cirque des bouteilles: The art of blowing on bottles. D Zielasko, D Rausch, YC Law, TC Knott - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT Making music by blowing on bottles is fun but challenging. We introduce a novel  3D user interface to play songs on virtual bottles. For this purpose the user blows into a  microphone and the stream of air is recreated in the virtual environment and redirected to  .."
"139";"Haptic ChairIO: A system to study the effect of wind and floor vibration feedback on spatial orientation in VEs.";"2015";"Mi Feng|Robert W. Lindeman|Hazem Abdel-Moati|Jacob C. Lindeman";"5";"2016-10-03 20:58:15";"Haptic ChairIO: A system to study the effect of wind and floor vibration feedback on spatial orientation in VEs. M Feng, RW Lindeman, H Abdel-Moati - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT In this poster, we present the design, implementation, and evaluation plan of a  system called Haptic ChairIO. A design space is first introduced, classifying sensory cues,  and describing the potential usage of haptic cues on cognitive tasks in virtual  .."
"140";"Hacking HTML5 canvas to create a stereo 3D renderer.";"2015";"Diego Gonz&aacute;lez-Z&uacute;&ntilde;iga|Jordi Carrabina";"6";"2016-10-03 21:01:33";"Hacking HTML5 canvas to create a stereo 3D renderer. D GonzÃ¡lez-ZÃºÃ±iga, J Carrabina - 3D User Interfaces (3DUI),  , 2015 - ieeexplore.ieee.org. ABSTRACT In this article, we present a drawing toolkit developed to create stereoscopic  side-by-side 3D stimuli. The toolkit is based in the HTML5 canvas element and drawing is  achieved using intermediate stereo scripting methods that correspond to the '2d'context of  .."
"141";"Finger-based manipulation in immersive spaces and the real world.";"2015";"Emmanuelle Chapoulie|Theophanis Tsandilas|Lora Oehlberg|Wendy E. Mackay|George Drettakis";"1";"2016-10-03 21:37:34";"Finger-based manipulation in immersive spaces and the real world. E Chapoulie, T Tsandilas, L Oehlberg - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT Immersive environments that approximate natural interaction with physical 3D  objects are designed to increase the user's sense of presence and improve performance by  allowing users to transfer existing skills and expertise from real to virtual environments.  .."
"142";"A novel 3D user interface for the immersive design review.";"2015";"Andrea Martini|Lucio Colizzi|Francesco Chionna|Francesco Argese|Mauro Bellone|Piero Cirillo|Vito Palmieri";"2";"2016-10-03 21:39:21";"A novel 3D user interface for the immersive design review. A Martini, L Colizzi, F Chionna, F Argese - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT This work describes a novel hardwarelsoftware platfonn dedicated to design  review process simplification, using irnrnersive reality technologies. The proposed platfonn  allows designers to interface with CAD engines and visualize different data types  .."
"143";"Distance perception during cooperative virtual locomotion.";"2015";"William E. Marsh|Jean-R&eacute;my Chardonnet|Fr&eacute;d&eacute;ric M&eacute;rienne";"0";"2016-07-28 09:36:29";"Distance perception during cooperative virtual locomotion. WE Marsh, JR Chardonnet - 3D User Interfaces (3DUI) , 2015 - ieeexplore.ieee.org. ABSTRACT Virtual distances are often misperceived, though most past research ignores co- located cooperative systems. Because active locomotion plays a role in spatial perception,  cooperative viewpoint control may impact perceived distances. Additionally, the center of  .."
"144";"Methods to reduce cybersickness and enhance presence for in-place navigation techniques.";"2015";"Jose L. Dorado|Pablo A. Figueroa";"0";"2016-07-28 09:36:49";"Methods to reduce cybersickness and enhance presence for in-place navigation techniques. JL Dorado, PA Figueroa - 3D User Interfaces (3DUI), 2015 IEEE , 2015 - ieeexplore.ieee.org. ABSTRACT In previous studies, some factors that ameliorate the cybersickness symptoms  for in-place navigation techniques (INAV) based on vection reduction have been found. In  this paper, we want to extend such studies in order to analyze both cybersickness and the  .."
"145";"Penetra3D: A penetrable, interactive, 360-degree viewable display.";"2015";"Praneeth Kumar|Pattie Maes";"0";"2016-07-28 09:36:49";"Penetra3D: A penetrable, interactive, 360-degree viewable display. P Kumar, P Maes -   Interfaces (3DUI), 2015 IEEE Symposium  , 2015 - ieeexplore.ieee.org. ABSTRACT Until today, though interaction modalities with a computer have seen changes,  the very way of accessing the digital information has not changed. To access, all the digital  information is left behind a screen. The work of ours, in this paper, looks into the possibility  .."
"146";"Towards interactive authoring tools for composing spatialization.";"2015";"J&eacute;r&eacute;mie Garcia|Jean Bresson|Thibaut Carpentier";"4";"2016-10-03 21:19:50";"Towards Interactive Authoring Tools for Composing Spatialization. J Garcia, J Bresson - IEEE 10th Symposium on , 2015 - hal.archives-ouvertes.fr. We present interactive tools designed to help music composers controlling sound  spatialization processes in a computer-aided composition environment. We conducted  interviews with composers to understand their needs and inform the design of new  .."
"147";"Wedge: A musical interface for building and playing composition-appropriate immersive environments.";"2015";"Alec G. Moore|Michael J. Howell|Addison W. Stiles|Nicolas S. Herrera|Ryan P. McMahan";"0";"2016-07-28 09:36:59";"Wedge: A musical interface for building and playing composition-appropriate immersive environments. AG Moore, MJ Howell, AW Stiles - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT We present Wedgeâ¯ï£§ a novel musical interface designed for building an  immersive environment of notes that is appropriate for the musician and the composition  being played. The interface uses two simple gestures for building and playing  .."
"148";"Volumetric calibration and registration of multiple RGBD-sensors into a joint coordinate system.";"2015";"Stephan Beck|Bernd Fr&ouml;hlich 0001";"1";"2016-10-03 21:37:55";"Volumetric calibration and registration of multiple RGBD-sensors into a joint coordinate system. S Beck, B Froehlich - 3D User Interfaces (3DUI), 2015 IEEE  , 2015 - ieeexplore.ieee.org. ABSTRACT We present an integrated approach for the calibration and registration of color  and depth (RGBD) sensors into a joint coordinate system. Our application domain is 3D  telepresence where users in front of a three-dimensional display need to be captured from  .."
"149";"Mapping 2D input to 3D immersive spatial augmented reality.";"2015";"Michael R. Marner|Ross T. Smith|Bruce H. Thomas";"1";"2016-10-03 21:33:44";"Mapping 2D input to 3D immersive spatial augmented reality. MR Marner, RT Smith - 3D User Interfaces (3DUI),  , 2015 - ieeexplore.ieee.org. ABSTRACT This poster presents Viewpoint Cursor, a technique for mapping 2D user input  from devices such as mobile phones, trackballs, or computer mice, to 3D multi-projector  spatial augmented reality systems. While the ubiquity of input devices such as these make  .."
"150";"March-and-Reach: A realistic ladder climbing technique.";"2015";"Chengyuan Lai|Ryan P. McMahan|James Hall";"2";"2016-10-03 21:35:33";"March-and-Reach: a realistic ladder climbing technique. C Lai, RP McMahan, J Hall - 3D User Interfaces (3DUI), 2015  , 2015 - ieeexplore.ieee.org. ABSTRACT In most 3D applications, travel is limited to horizontal movement. A few 3D travel  techniques allow for vertical travel, but most of them rely on âmagicâ abilities, such as flying.  We sought to develop a realistic vertical travel technique for climbing ladders. We have  .."
"151";"Aughanded Virtuality - the hands in the virtual environment.";"2015";"Tobias G&uuml;nther|Ingmar S. Franke|Rainer Groh";"3";"2016-10-03 21:32:17";"Aughanded virtuality-the hands in the virtual environment. T GÃ¼nther, IS Franke, R Groh - 3D User Interfaces (3DUI), 2015 , 2015 - ieeexplore.ieee.org. ABSTRACT The leading motive of this poster is the utilization of the Augmented Virtuality  technology and in particular the egocentric representation of real body parts in virtual and  immersive environments. In this context, a prototypical application was developed, which  .."
"152";"Carryover effects of calibration to visual and proprioceptive information on near field distance judgments in 3D user interaction.";"2015";"Elham Ebrahimi|Bliss M. Altenhoff|Christopher C. Pagano|Sabarish V. Babu";"1";"2016-10-03 21:32:49";"Carryover effects of calibration to visual and proprioceptive information on near field distance judgments in 3D user interaction. E Ebrahimi, BM Altenhoff, CC Pagano - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT It has been suggested that closed-loop feedback of travel and locomotion in an  Immersive Virtual Environment (IVE) can overcome compression of visually perceived depth  in medium field distances in the virtual world [15, 21]. However, very few experiments  .."
"153";"Interval Player: Designing a virtual musical instrument using in-air gestures.";"2015";"Wallace Lages|Mahdi Nabiyouni|Javier Tibau|Doug A. Bowman";"0";"2016-07-28 09:36:59";"Interval Player: Designing a Virtual Musical Instrument Using In-Air Gestures. W Lages, M Nabiyouni, J Tibau - 3D User Interfaces ( , 2015 - researchgate.net. ABSTRACT We present a novel virtual musical instrument interface based on in-air 3D  gestures called the Interval Player. Instead of specifying absolute notes, the user specifies  the melodic interval between the most recent note and the next one. The non-dominant  .."
"154";"A multi-touch finger gesture based low-fatigue VR travel framework.";"2015";"Zhixin Yan|Robert W. Lindeman";"0";"2016-07-28 09:36:59";"A multi-touch finger gesture based low-fatigue VR travel framework. Z Yan, RW Lindeman - 3D User Interfaces (3DUI), 2015 IEEE  , 2015 - ieeexplore.ieee.org. ABSTRACT In this poster, we present a low-fatigue VR travel framework which provides  smooth transition between three types of travel metaphors, walking, Segway and surfboard,  with one multi-touch device. Our thought is that by mapping non-dominate-hand gestures  .."
"155";"Creating an impression of virtual liquid by modeling Japanese sake bottle vibrations.";"2015";"Sakiko Ikeno|Ryuta Okazaki|Taku Hachisu|Hiroyuki Kajimoto";"0";"2016-07-28 09:36:39";"Creating an impression of virtual liquid by modeling Japanese sake bottle vibrations. S Ikeno, R Okazaki, T Hachisu - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT It is known that visual, auditory, and tactile modalities affect the experiences of  eating and drinking. One such example is the âglugâ sound and vibration from a Japanese  sake bottle when pouring liquid. Previous studies have modeled the wave of the vibration  .."
"156";"Freehand vs. micro gestures in the car: Driving performance and user experience.";"2015";"Renate H&auml;uslschmid|Benjamin Menrad|Andreas Butz";"0";"2016-07-28 09:36:39";"Freehand vs. micro gestures in the car: Driving performance and user experience. R HÃ¤uslschmid, B Menrad - 3D User Interfaces (3DUI),  , 2015 - ieeexplore.ieee.org. ABSTRACT Until now, freehand and micro gestures have only been investigated separately.  We conducted a driving simulator study to investigate on the effects on the driving  performance when controlling a music player and the user experience provided. Subjects  .."
"157";"Conflict resolution models on usefulness within multi-user collaborative virtual environments.";"2015";"Aida Erfanian|Yaoping Hu";"1";"2016-10-03 21:25:17";"Conflict resolution models on usefulness within multi-user collaborative virtual environments. A Erfanian, Y Hu - 3D User Interfaces (3DUI), 2015 IEEE  , 2015 - ieeexplore.ieee.org. ABSTRACT Conflict resolution models play key roles in coordinating simultaneous  interactions in multi-user collaborative virtual environments (VEs). Currently, conflict  resolution models are firstcome-first-serve (FCFS) and dynamic priority (DP). Known to be  .."
"158";"Exact interactions executed with new technique estimating positions of virtual objects by using human body movements.";"2015";"Masahiro Suzuki|Hiroshi Unno|Kazutake Uehira";"0";"2016-07-28 09:36:49";"Exact interactions executed with new technique estimating positions of virtual objects by using human body movements. M Suzuki, H Unno, K Uehira - 3D User Interfaces (3DUI), 2015  , 2015 - ieeexplore.ieee.org. ABSTRACT We evaluated the exactness of interactions using our proposed technique for  applications in which users' bodies interacted with the virtual objects presented with 3-D  displays in front of them. Interactive applications require interactions to be executed when  .."
"159";"Framework for remote collaborative interaction in virtual environments based on proximity.";"2015";"Mar Gonz&aacute;lez-Franco|Mark Hall|Devon Hansen|Karl Jones|Paul Hannah|Pablo Bermell-Garcia";"6";"2016-10-03 20:53:25";"Framework for remote collaborative interaction in virtual environments based on proximity. M Gonzalez-Franco, M Hall, D Hansen - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT This paper presents a framework for remote collaborations within distributed  teams where there is a need to communicate, share and modify information. The use of  virtual environments is proposed to enhance Computer Supported Cooperative Work ( .."
"160";"ChromaChord: A virtual musical instrument.";"2015";"John Fillwalk";"0";"2016-07-28 09:36:59";"ChromaChord: A virtual musical instrument. J Fillwalk - 3D User Interfaces (3DUI), 2015 IEEE Symposium  , 2015 - ieeexplore.ieee.org. AbstractâChromaChord utilizes a combination of the Oculus Rift headset and an attached  Leap Motion controller to create an immersive 3D VMI environment. The Oculus Rift  provides a three-paneled visual interface, through Unity, that allows the users to access  .."
"161";"Impact of annotation dimensionality under variable task complexity in remote guidance.";"2015";"Philipp Tiefenbacher|Tobias Gehrlich|Gerhard Rigoll";"0";"2016-07-28 09:37:09";"Impact of annotation dimensionality under variable task complexity in remote guidance. P Tiefenbacher, T Gehrlich - 3D User Interfaces (3DUI), , 2015 - ieeexplore.ieee.org. ABSTRACT Remote guidance enables untrained users (novices) to solve complex tasks  with the help of experts. These scenarios comprise positioning tasks of physical parts to  certain poses. The expert indicates the final part's pose into the novice's view. The quality  .."
"162";"Handymenu: Integrating menu selection into a multifunction smartphone-based VR controller.";"2015";"Nicholas G. Lipari|Christoph W. Borst";"0";"2016-07-28 09:36:39";"Handymenu: Integrating menu selection into a multifunction smartphone-based VR controller. NG Lipari, CW Borst -  Interfaces (3DUI), 2015 IEEE Symposium , 2015 - ieeexplore.ieee.org. ABSTRACT We integrated touch menus into a cohesive smartphone-based VR controller.  Smartphone touch surfaces offer new interaction styles and also aid VR interaction when  tracking is absent or imprecise or when users have limited arm mobility or fatigue. In  .."
"163";"Comparing the performance of natural, semi-natural, and non-natural locomotion techniques in virtual reality.";"2015";"Mahdi Nabiyouni|Ayshwarya Saktheeswaran|Doug A. Bowman|Ambika Karanth";"6";"2016-10-03 20:58:38";"Comparing the performance of natural, semi-natural, and non-natural locomotion techniques in virtual reality. M Nabiyouni, A Saktheeswaran - 3D User Interfaces ( , 2015 - ieeexplore.ieee.org. ABSTRACT One of the goals of much virtual reality (VR) research is to increase realism. In  particular, many techniques for locomotion in VR attempt to approximate real-world walking.  However, it is not yet fully understood how the design of more realistic locomotion  .."
"164";"INSPECT: Extending plane-casting for 6-DOF control.";"2015";"Nicholas Katzakis|Robert J. Teather|Kiyoshi Kiyokawa|Haruo Takemura";"5";"2016-10-03 22:03:08";"INSPECT: extending plane-casting for 6-DOF control. N Katzakis, RJ Teather - Human-centric  , 2015 - hcis-journal.springeropen.com. Abstract INSPECT is a novel interaction technique for 3D object manipulation using a  rotation-only tracked touch panel. Motivated by the applicability of the technique on  smartphones, we explore this design space by introducing a way to map the available  .."
"165";"VisuaLift Studio: Study on motion platform using elevator.";"2015";"Masahiro Koge|Taku Hachisu|Hiroyuki Kajimoto";"0";"2016-07-28 09:36:59";"VisuaLift Studio: Study on motion platform using elevator. M Koge, T Hachisu, H Kajimoto - 3D User Interfaces (3DUI),  , 2015 - ieeexplore.ieee.org. ABSTRACT We present a novel setup called VisuaLift Studio for developing virtual reality  content with a motion platform that employs an ordinary elevator and augments the  subjective movement of said elevator using sensory illusion of movement induced by  .."
